FECHA CREACIÓN;No. REQUERIMIENTO;DESCRIPCION REQUERIMIENTO ;APLICACIÓN;MÓDULO;GERENCIA;AREA;USUARIO;EMPRESA CONSULTORA;CONSULTOR;ESTADO REQUERIMIENTOS;FECHA ASIGNACIÓN;FECHA ESTIMADA DE ENTREGA;FECHA DE CIERRE;OBSERVACION
07/10/2014;6000000223;COMPENSAR LAS PARTIDAS DE UN ACREEDOR QU;SAP;FI-BL-IS;PROYECTO NIIF;PROYECTO NIIF;;;;CERRADO;;;;
07/10/2014;6000000224;NO PUEDE CONSULTAR SALDOS DE CUENTAS;SAP;FI-BL-IS;PROYECTO NIIF;PROYECTO NIIF;;;;CERRADO;;;;
07/10/2014;6000000225;NO SE PUEDE GENERAR LA TRANSACCION;SAP;FI-BL-IS;PROYECTO NIIF;PROYECTO NIIF;;;;CERRADO;;;;
07/10/2014;6000000226;NO EJECUTA LA TRANSACCION;SAP;FI-BL-IS;PROYECTO NIIF;PROYECTO NIIF;;;;CERRADO;;;;
07/10/2014;6000000227;ERROR TRANSANCCION KS04;SAP;FI-BL-IS;PROYECTO NIIF;PROYECTO NIIF;;;;CERRADO;;;;
07/10/2014;6000000228;ERROR TRANSANCCION KS14;SAP;FI-BL-IS;PROYECTO NIIF;PROYECTO NIIF;;;;CERRADO;;;;
07/10/2014;6000000229;ERROR CREAR FACTURA PROVEEDOR;SAP;FI-BL-IS;PROYECTO NIIF;PROYECTO NIIF;;;;CERRADO;;;;
07/10/2014;6000000230;NO TENGO AUTORIZACION TRANSACCION  ZFI01;SAP;FI-BL-IS;PROYECTO NIIF;PROYECTO NIIF;;;;CERRADO;;;;
07/10/2014;6000000231;NO TENGO AUTORIZACION TRANSACCION  ZFI01;SAP;FI-BL-IS;PROYECTO NIIF;PROYECTO NIIF;;;;CERRADO;;;;
07/10/2014;6000000232;NO TENGO AUTORIZACION A LA SEGMENTACION;SAP;FI-BL-IS;PROYECTO NIIF;PROYECTO NIIF;;;;CERRADO;;;;
07/10/2014;6000000233;NO TENGO AUTORIZACION TRANSACCION  FB50;SAP;FI-BL-IS;PROYECTO NIIF;PROYECTO NIIF;;;;CERRADO;;;;
07/10/2014;6000000234;SIN AUTORIZACION TRANSACCION F.01;SAP;FI-BL-IS;PROYECTO NIIF;PROYECTO NIIF;;;;CERRADO;;;;
07/10/2014;6000000235;NO TENGO AUTORIZACION A LA SEGMENTACION;SAP;FI-BL-IS;PROYECTO NIIF;PROYECTO NIIF;;;;CERRADO;;;;
07/10/2014;6000000236;NO TENGO UTORIZACION TRANSACCION F.08;SAP;FI-BL-IS;PROYECTO NIIF;PROYECTO NIIF;;;;CERRADO;;;;
07/10/2014;6000000237;NO AUTORIZACION PARA SEGMENTO F-02;SAP;FI-BL-IS;PROYECTO NIIF;PROYECTO NIIF;;;;CERRADO;;;;
07/10/2014;6000000238;NO ME PERMITE REALIZ LA TRANSACCION FBRA;SAP;FI-BL-IS;PROYECTO NIIF;PROYECTO NIIF;;;;CERRADO;;;;
07/10/2014;6000000239;SIN AUTORIZACION  TRANSACCION F-02;SAP;FI-BL-IS;PROYECTO NIIF;PROYECTO NIIF;;;;CERRADO;;;;
07/10/2014;6000000240;SIN AUTORIZACION  TRANSACCION F-03;SAP;FI-BL-IS;PROYECTO NIIF;PROYECTO NIIF;;;;CERRADO;;;;
07/10/2014;6000000241;ERROR DE AUTORIZAC VISUALIZACION DOC. AA;SAP;FI-BL-IS;PROYECTO NIIF;PROYECTO NIIF;;;;CERRADO;;;;
07/10/2014;6000000242;NO AUTORIZACION PARA SEGMENTO F-43;SAP;FI-BL-IS;PROYECTO NIIF;PROYECTO NIIF;;;;CERRADO;;;;
07/10/2014;6000000243;NO PERMITE REALIZAR LA ANULACION DE DOCU;SAP;FI-BL-IS;PROYECTO NIIF;PROYECTO NIIF;;;;CERRADO;;;;
07/10/2014;6000000244;NO COMPENSA EN TRANSACCION F-44;SAP;FI-BL-IS;PROYECTO NIIF;PROYECTO NIIF;;;;CERRADO;;;;
07/10/2014;6000000245;SIN AUTORIZACION  C.C TRANSACCION F-44;SAP;FI-BL-IS;PROYECTO NIIF;PROYECTO NIIF;;;;CERRADO;;;;
07/10/2014;6000000246;COMPENSACION CUENTAS DE BANCOS;SAP;FI-BL-IS;PROYECTO NIIF;PROYECTO NIIF;;;;CERRADO;;;;
07/10/2014;6000000247;ERROR VISUALIZACION DOCUMENTO;SAP;FI-BL-IS;PROYECTO NIIF;PROYECTO NIIF;;;;CERRADO;;;;
07/10/2014;6000000248;CARGUE DE MOVIMIENTO BANCARIO;SAP;FI-BL-IS;PROYECTO NIIF;PROYECTO NIIF;;;;CERRADO;;;;
07/10/2014;6000000249;ERROR DE AUTORIZAC VISUALIZACION DOC. AA;SAP;FI-BL-IS;PROYECTO NIIF;PROYECTO NIIF;;;;CERRADO;;;;
07/10/2014;6000000250;NO HAY VISUALIZACION DE DOCUMENTO FB03;SAP;FI-BL-IS;PROYECTO NIIF;PROYECTO NIIF;;;;CERRADO;;;;
07/10/2014;6000000251;NO ME PERMITE ENTRAR A ESTA TRANSCCION;SAP;FI-BL-IS;PROYECTO NIIF;PROYECTO NIIF;;;;CERRADO;;;;
07/10/2014;6000000252;SIN AUTORIZACION BORRAR TRANSACCION FB08;SAP;FI-BL-IS;PROYECTO NIIF;PROYECTO NIIF;;;;CERRADO;;;;
07/10/2014;6000000253;ERROR AL IMPUTAR CECO Y/O DIVISIONES;SAP;FI-BL-IS;PROYECTO NIIF;PROYECTO NIIF;;;;CERRADO;;;;
07/10/2014;6000000254;ERROR EN  ZCDSD_CORREOS_PLANILLAS;SAP;FI-BL-IS;PROYECTO NIIF;PROYECTO NIIF;;;;CERRADO;;;;
07/10/2014;6000000255;VISUALIZACION DOCUMENTO;SAP;FI-BL-IS;PROYECTO NIIF;PROYECTO NIIF;;;;CERRADO;;;;
07/10/2014;6000000256;ERROR AL EJECUTAR TRANS;SAP;FI-BL-IS;PROYECTO NIIF;PROYECTO NIIF;;;;CERRADO;;;;
07/10/2014;6000000257;2015 CALENDARIO DE FABRICACION NO VALIDO;SAP;FI-BL-IS;PROYECTO NIIF;PROYECTO NIIF;;;;CERRADO;;;;
07/10/2014;6000000258;2015 CALENDARIO DE FABRICACION NO VALIDO;SAP;FI-BL-IS;PROYECTO NIIF;PROYECTO NIIF;;;;CERRADO;;;;
07/10/2014;6000000259;2015 CALENDARIO DE FABRICACION NO VALIDO;SAP;FI-BL-IS;PROYECTO NIIF;PROYECTO NIIF;;;;CERRADO;;;;
07/10/2014;6000000260;NO SE PUEDE MODIFICAR FECHA;SAP;FI-BL-IS;PROYECTO NIIF;PROYECTO NIIF;;;;CERRADO;;;;
08/10/2014;6000000261;ERROR EN LA TRANSACCION MB1B;SAP;FI-BL-IS;PROYECTO NIIF;PROYECTO NIIF;;;;CERRADO;;;;
08/10/2014;6000000262;NO TENGO AUTORIZACION  TRANSACCION  F-22;SAP;FI-BL-IS;PROYECTO NIIF;PROYECTO NIIF;;;;CERRADO;;;;
08/10/2014;6000000263;NO TENGO AUTORIZACION PARA LA TRANSACCIO;SAP;FI-BL-IS;PROYECTO NIIF;PROYECTO NIIF;;;;CERRADO;;;;
08/10/2014;6000000264;TRANSACCION MIGO CONTABILIZACION Z05;WEB;FI-BL-IS;PROYECTO NIIF;PROYECTO NIIF;;;;CERRADO;;;;
08/10/2014;6000000265;ERROR TRANSACCION ZMIRO5NTI;SAP;FI-BL-IS;PROYECTO NIIF;PROYECTO NIIF;;;;CERRADO;;;;
08/10/2014;6000000266;NO SE PUEDE REALIZAR PRUEBAS A LA TRANSA;SAP;FI-BL-IS;PROYECTO NIIF;PROYECTO NIIF;;;;CERRADO;;;;
08/10/2014;6000000267;FALTA AUTORIZACION TRANSACCION;SAP;FI-BL-IS;PROYECTO NIIF;PROYECTO NIIF;;;;CERRADO;;;;
08/10/2014;6000000268;SIN AUTORIZACIÓN SEGMENTO COPI_01_SP;SAP;FI-BL-IS;PROYECTO NIIF;PROYECTO NIIF;;;;CERRADO;;;;
08/10/2014;6000000269;SIN AUTORIZACIÓN SEGMENTO COPI_01_SP;SAP;FI-BL-IS;PROYECTO NIIF;PROYECTO NIIF;;;;CERRADO;;;;
08/10/2014;6000000270;NO SE PUEDE REALIZAR PRUEBAS A LA TRANSA;SAP;FI-BL-IS;PROYECTO NIIF;PROYECTO NIIF;;;;CERRADO;;;;
08/10/2014;6000000271;NO SALE IMPRESION FISICA VF03;WEB;FI-BL-IS;PROYECTO NIIF;PROYECTO NIIF;;;;CERRADO;;;;
08/10/2014;6000000272;VF01 NO SALE LA IMPRESION DE LA FACTURA;SAP;FI-BL-IS;PROYECTO NIIF;PROYECTO NIIF;;;;CERRADO;;;;
08/10/2014;6000000273;LA TRANSAC. SOLICITA AUTORIZAC SEGMENTO;SAP;FI-BL-IS;PROYECTO NIIF;PROYECTO NIIF;;;;CERRADO;;;;
08/10/2014;6000000274;ERROR EN LA TRANSACCION MB1B;SAP;FI-BL-IS;PROYECTO NIIF;PROYECTO NIIF;;;;CERRADO;;;;
08/10/2014;6000000275;NO SE PUEDE REALIZAR PRUEBAS A LA TRANSA;WEB;FI-BL-IS;PROYECTO NIIF;PROYECTO NIIF;;;;CERRADO;;;;
08/10/2014;6000000276;SIN AUTORIZACIÓN PARA SEGMENTO COPI_01_S;SAP;FI-BL-IS;PROYECTO NIIF;PROYECTO NIIF;;;;CERRADO;;;;
08/10/2014;6000000277;NO SE TIENE AUTORIZACION - SEGMENTACION;SAP;FI-BL-IS;PROYECTO NIIF;PROYECTO NIIF;;;;CERRADO;;;;
08/10/2014;6000000278;NO SE PUEDE VISUALIZAR EL DOC GENERADO;WEB;FI-BL-IS;PROYECTO NIIF;PROYECTO NIIF;;;;CERRADO;;;;
08/10/2014;6000000279;SIN AUTORIZACIÓN PARA SEGMENTO COPI_01_S;SAP;FI-BL-IS;PROYECTO NIIF;PROYECTO NIIF;;;;CERRADO;;;;
08/10/2014;6000000280;SIN AUTORIZACIÓN PARA SEGMENTO COPI_01_S;WEB;FI-BL-IS;PROYECTO NIIF;PROYECTO NIIF;;;;CERRADO;;;;
08/10/2014;6000000281;NO PERMITE INGRESO MCIA POR LA Z05;SAP;FI-BL-IS;PROYECTO NIIF;PROYECTO NIIF;;;;CERRADO;;;;
08/10/2014;6000000282;PENDIENTE POR AUTORIZACION;SAP;FI-BL-IS;PROYECTO NIIF;PROYECTO NIIF;;;;CERRADO;;;;
08/10/2014;6000000283;PENDIENTE POR AUTORIZACION;SAP;FI-BL-IS;PROYECTO NIIF;PROYECTO NIIF;;;;CERRADO;;;;
08/10/2014;6000000284;PENDIENTE POR AUTORIZACION;SAP;FI-BL-IS;PROYECTO NIIF;PROYECTO NIIF;;;;CERRADO;;;;
08/10/2014;6000000285;PENDIENTE POR AUTORIZACION;SAP;FI-BL-IS;PROYECTO NIIF;PROYECTO NIIF;;;;CERRADO;;;;
08/10/2014;6000000286;ERROR AL GENERAR CONSULTA;SAP;FI-BL-IS;PROYECTO NIIF;PROYECTO NIIF;;;;CERRADO;;;;
08/10/2014;6000000287;ERROR EN PRUEBA VF01;SAP;FI-BL-IS;PROYECTO NIIF;PROYECTO NIIF;;;;CERRADO;;;;
08/10/2014;6000000288;NO SE PUEDE REGISTRAR FACT. X COMPRA AA;SAP;FI-BL-IS;PROYECTO NIIF;PROYECTO NIIF;;;;CERRADO;;;;
08/10/2014;6000000289;NO SE TIENE AUTORIZACIÓN PARA SEGMENTO;SAP;FI-BL-IS;PROYECTO NIIF;PROYECTO NIIF;;;;CERRADO;;;;
08/10/2014;6000000290;NO PERMITE GENERA NOTA A PROVEEDOR;SAP;FI-BL-IS;PROYECTO NIIF;PROYECTO NIIF;;;;CERRADO;;;;
08/10/2014;6000000291;NO PERMITE GENERA NOTA A PROVEEDOR;WEB;FI-BL-IS;PROYECTO NIIF;PROYECTO NIIF;;;;CERRADO;;;;
08/10/2014;6000000292;SIN AUTORIZACION PARA VISUALIZAR;SAP;FI-BL-IS;PROYECTO NIIF;PROYECTO NIIF;;;;CERRADO;;;;
08/10/2014;6000000293;NO SE TIENE AUTORIZACIÓN PARA SEGMENTO;SAP;FI-BL-IS;PROYECTO NIIF;PROYECTO NIIF;;;;CERRADO;;;;
08/10/2014;6000000294;NO SE TIENE AUTORIZACIÓN PARA VISUALIZAR;SAP;FI-BL-IS;PROYECTO NIIF;PROYECTO NIIF;;;;CERRADO;;;;
08/10/2014;6000000295;SIN AUTORIZACION PARA VISUALIZAR;SAP;FI-BL-IS;PROYECTO NIIF;PROYECTO NIIF;;;;CERRADO;;;;
08/10/2014;6000000296;NO SE TIENE AUTORIZACIÓN PARA SEGMENTO C;SAP;FI-BL-IS;PROYECTO NIIF;PROYECTO NIIF;;;;CERRADO;;;;
08/10/2014;6000000297;NO SE TIENE AUTORIZACIÓN PARA SEGMENTO C;SAP;FI-BL-IS;PROYECTO NIIF;PROYECTO NIIF;;;;CERRADO;;;;
08/10/2014;6000000298;CONSULTA ORDENES DE COMPRA X CENTRO;SAP;FI-BL-IS;PROYECTO NIIF;PROYECTO NIIF;;;;CERRADO;;;;
08/10/2014;6000000299;ERROR AL IMPUTAR CECO Y/O DIVISIONES;SAP;FI-BL-IS;PROYECTO NIIF;PROYECTO NIIF;;;;CERRADO;;;;
08/10/2014;6000000300;VISUALIZACION DE INFORMACION     FBL3N;SAP;FI-BL-IS;PROYECTO NIIF;PROYECTO NIIF;;;;CERRADO;;;;
08/10/2014;6000000301;NO SE PUEDE VISUALIZAR TRANSACC  FBRA;SAP;FI-BL-IS;PROYECTO NIIF;PROYECTO NIIF;;;;CERRADO;;;;
08/10/2014;6000000302;SIN AUTORIZACION TRANSACCION FS10N;SAP;FI-BL-IS;PROYECTO NIIF;PROYECTO NIIF;;;;CERRADO;;;;
08/10/2014;6000000303;SIN AUTORIZACION TRANSACCION   ZFI010_1;WEB;FI-BL-IS;PROYECTO NIIF;PROYECTO NIIF;;;;CERRADO;;;;
08/10/2014;6000000304;ERROR EN CARGUE NOTAS PROVEEDORES;SAP;FI-BL-IS;PROYECTO NIIF;PROYECTO NIIF;;;;CERRADO;;;;
08/10/2014;6000000305;SIN AUTORIZACION TRANSACCIÓN FV50;SAP;FI-BL-IS;PROYECTO NIIF;PROYECTO NIIF;;;;CERRADO;;;;
08/10/2014;6000000306;NO SE PUEDE VISUALIZAR TRANSACC  F.13;SAP;FI-BL-IS;PROYECTO NIIF;PROYECTO NIIF;;;;CERRADO;;;;
08/10/2014;6000000307;SIN AUTORIZACION TRANSACCION ZF10;SAP;FI-BL-IS;PROYECTO NIIF;PROYECTO NIIF;;;;CERRADO;;;;
08/10/2014;6000000308;AUTORIZACION DE SEGMENTACIÓN;SAP;FI-BL-IS;PROYECTO NIIF;PROYECTO NIIF;;;;CERRADO;;;;
08/10/2014;6000000309;SIN AUTORIZACION TRANSACCION        FB50;SAP;FI-BL-IS;PROYECTO NIIF;PROYECTO NIIF;;;;CERRADO;;;;
08/10/2014;6000000310;ERROR POR AUTORIZACIONES DE SEGMENTOS;SAP;FI-BL-IS;PROYECTO NIIF;PROYECTO NIIF;;;;CERRADO;;;;
08/10/2014;6000000311;ERROR DESARROLLO ZHCMMAXCOMI;SAP;FI-BL-IS;PROYECTO NIIF;PROYECTO NIIF;;;;CERRADO;;;;
08/10/2014;6000000312;TRANSACCION F.01 SIN AUTORIZACION;SAP;FI-BL-IS;PROYECTO NIIF;PROYECTO NIIF;;;;CERRADO;;;;
08/10/2014;6000000313;TRANSACCION F.01 SIN AUTORIZACION;SAP;FI-BL-IS;PROYECTO NIIF;PROYECTO NIIF;;;;CERRADO;;;;
08/10/2014;6000000314;NO TENGO AUTORIZACION PARA VISUALIZAR;SAP;FI-BL-IS;PROYECTO NIIF;PROYECTO NIIF;;;;CERRADO;;;;
08/10/2014;6000000315;TRANSACCION F.02 SIN AUTORIZACION;SAP;FI-BL-IS;PROYECTO NIIF;PROYECTO NIIF;;;;CERRADO;;;;
08/10/2014;6000000316;NO TENGO AUTORIZACION A LA SEGMENTACION;SAP;FI-BL-IS;PROYECTO NIIF;PROYECTO NIIF;;;;CERRADO;;;;
08/10/2014;6000000317;SIN AUTORIZACIÓN PARA EJECUTAR SEGMENTO;SAP;FI-BL-IS;PROYECTO NIIF;PROYECTO NIIF;;;;CERRADO;;;;
08/10/2014;6000000318;DESGLOSE DOCUMENTO: NO EXISTE PARTIDA;SAP;FI-BL-IS;PROYECTO NIIF;PROYECTO NIIF;;;;CERRADO;;;;
08/10/2014;6000000319;NO TENGO AUTORIZACION A LA SEGMENTACION;SAP;FI-BL-IS;PROYECTO NIIF;PROYECTO NIIF;;;;CERRADO;;;;
08/10/2014;6000000320;NO AUTORIZACION PARA TRANSACCION F.01;SAP;FI-BL-IS;PROYECTO NIIF;PROYECTO NIIF;;;;CERRADO;;;;
08/10/2014;6000000321;SIN AUTORIZACION TRANSACCIÓN FV65;SAP;FI-BL-IS;PROYECTO NIIF;PROYECTO NIIF;;;;CERRADO;;;;
08/10/2014;6000000322;NO AUTORIZACION PARA TRANSACCION F.80;SAP;FI-BL-IS;PROYECTO NIIF;PROYECTO NIIF;;;;CERRADO;;;;
08/10/2014;6000000323;NO EXISTE PARTIDA A COMPENSAR;SAP;FI-BL-IS;PROYECTO NIIF;PROYECTO NIIF;;;;CERRADO;;;;
08/10/2014;6000000324;NO TENGO AUTORIZACION A LA SEGMENTACION;SAP;FI-BL-IS;PROYECTO NIIF;PROYECTO NIIF;;;;CERRADO;;;;
08/10/2014;6000000325;NO AUTORIZACION PARA TRANSACCION F-03;SAP;FI-BL-IS;PROYECTO NIIF;PROYECTO NIIF;;;;CERRADO;;;;
08/10/2014;6000000326;ERROR VISUALIZAR NOTA DEBITO PROVEEDOR;SAP;FI-BL-IS;PROYECTO NIIF;PROYECTO NIIF;;;;CERRADO;;;;
08/10/2014;6000000327;VISUALIZAR COBRO A PROVEEDORES;SAP;FI-BL-IS;PROYECTO NIIF;PROYECTO NIIF;;;;CERRADO;;;;
08/10/2014;6000000328;TRANSACCION FS10N AUTORIZACIO;SAP;FI-BL-IS;PROYECTO NIIF;PROYECTO NIIF;;;;CERRADO;;;;
08/10/2014;6000000329;VISUALIZAR ESCENARIOS;SAP;FI-BL-IS;PROYECTO NIIF;PROYECTO NIIF;;;;CERRADO;;;;
08/10/2014;6000000330;TRANSACCION F.13;SAP;FI-BL-IS;PROYECTO NIIF;PROYECTO NIIF;;;;CERRADO;;;;
08/10/2014;6000000331;NO TENGO AUTORIZACION PARA VISUALIZAR;SAP;FI-BL-IS;PROYECTO NIIF;PROYECTO NIIF;;;;CERRADO;;;;
08/10/2014;6000000332;NO PERMITE ANULAR COMPENSACION EN FBRA;SAP;FI-BL-IS;PROYECTO NIIF;PROYECTO NIIF;;;;CERRADO;;;;
08/10/2014;6000000333;NO TENGO AUTORIZACION A LA SEGMENTACION;SAP;FI-BL-IS;PROYECTO NIIF;PROYECTO NIIF;;;;CERRADO;;;;
08/10/2014;6000000334;NO AUTORIZACION PARA TRANSACCION FS10N;SAP;FI-BL-IS;PROYECTO NIIF;PROYECTO NIIF;;;;CERRADO;;;;
08/10/2014;6000000335;NO AUTORIZACION PAR TRANSACCION ZFI010_1;SAP;FI-BL-IS;PROYECTO NIIF;PROYECTO NIIF;;;;CERRADO;;;;
09/10/2014;6000000336;NO TENGO AUTORIZACION A LA SEGMENTACION;SAP;FI-BL-IS;PROYECTO NIIF;PROYECTO NIIF;;;;CERRADO;;;;
09/10/2014;6000000337;SAP CANCELO LA TRANSACCION;SAP;FI-BL-IS;PROYECTO NIIF;PROYECTO NIIF;;;;CERRADO;;;;
09/10/2014;6000000338;SAP CANCELO LA TRANSACCION;SAP;FI-BL-IS;PROYECTO NIIF;PROYECTO NIIF;;;;CERRADO;;;;
09/10/2014;6000000339;NO EXISTE PARTIDA A COMPENSAR;SAP;FI-BL-IS;PROYECTO NIIF;PROYECTO NIIF;;;;CERRADO;;;;
10/10/2014;6000000340;NO EXISTE DENOMINACIÓN;SAP;FI-BL-IS;PROYECTO NIIF;PROYECTO NIIF;;;;CERRADO;;;;
10/10/2014;6000000341;DATOS DE PRUEBAS PARA VALIDAR ERROR;SAP;FI-BL-IS;PROYECTO NIIF;PROYECTO NIIF;;;;CERRADO;;;;
10/10/2014;6000000342;DATOS DE PRUEBAS PARA VALIDAR ERROR;SAP;FI-BL-IS;PROYECTO NIIF;PROYECTO NIIF;;;;CERRADO;;;;
10/10/2014;6000000343;BPCNDDATOS DE PRUEBAS PARA VALIDAR ERROR;SAP;FI-BL-IS;PROYECTO NIIF;PROYECTO NIIF;;;;CERRADO;;;;
10/10/2014;6000000344;DATOS DE PRUEBAS PARA VALIDAR ERROR;SAP;FI-BL-IS;PROYECTO NIIF;PROYECTO NIIF;;;;CERRADO;;;;
29/10/2014;6000000345;NO VISUALIZACION DE VARIANTES PARA BALAN;WEB;FI-BL-IS;PROYECTO NIIF;PROYECTO NIIF;;;;CERRADO;;;;
29/10/2014;6000000346;NO SE PUEDE CONTABILIZAR POR LAS FECHAS;SAP;FI-BL-IS;PROYECTO NIIF;PROYECTO NIIF;;;;CERRADO;;;;
29/10/2014;6000000347;PRUEBA-NO TENER EN CUENTA;SAP;FI-BL-IS;PROYECTO NIIF;PROYECTO NIIF;;;;CERRADO;;;;
29/10/2014;6000000348;NO PERMITE EJECUTAR LA TRANS FALTA AUTOR;SAP;FI-BL-IS;PROYECTO NIIF;PROYECTO NIIF;;;;CERRADO;;;;
31/10/2014;6000000349;NO SE PUEDE CONTABLIZAR CENBENF SIN COMP;SAP;FI-BL-IS;PROYECTO NIIF;PROYECTO NIIF;;;;CERRADO;;;;
31/10/2014;6000000350;FALTA AUTORIZACION;SAP;FI-BL-IS;PROYECTO NIIF;PROYECTO NIIF;;;;CERRADO;;;;
31/10/2014;6000000351;NO SE PUEDE CONTABILIZAR POR LAS FECHAS;SAP;FI-BL-IS;PROYECTO NIIF;PROYECTO NIIF;;;;CERRADO;;;;
31/10/2014;6000000352;F.01 GENERA BALANCE;SAP;FI-BL-IS;PROYECTO NIIF;PROYECTO NIIF;;;;CERRADO;;;;
04/11/2014;6000000355;AVISO DE PAGO SOLICITA CONTABILIZACIÓN;SAP;FI-BL-IS;PROYECTO NIIF;PROYECTO NIIF;;;;CERRADO;;;;
05/11/2014;6000000356;UTILIZAR DOCUMENTO TIPO;SAP;FI-BL-IS;PROYECTO NIIF;PROYECTO NIIF;;;;CERRADO;;;;
05/11/2014;6000000357;ERROR CONTABILIZACIÓN NÓMINA;SAP;FI-BL-IS;PROYECTO NIIF;PROYECTO NIIF;;;;CERRADO;;;;
06/11/2014;6000000358;AL REGISTRAR LA FACTURA DICE QUE NO EXIS;SAP;FI-BL-IS;PROYECTO NIIF;PROYECTO NIIF;;;;CERRADO;;;;
06/11/2014;6000000359;CUANDO SE LE DA GUARDAR NO LOS COMPENSA;SAP;FI-BL-IS;PROYECTO NIIF;PROYECTO NIIF;;;;CERRADO;;;;
06/11/2014;6000000360;NO RECONOCE LA FACTURA;SAP;FI-BL-IS;PROYECTO NIIF;PROYECTO NIIF;;;;CERRADO;;;;
06/11/2014;6000000361;EL DOCUMENTO NO APARECE IMPRESO;SAP;FI-BL-IS;PROYECTO NIIF;PROYECTO NIIF;;;;CERRADO;;;;
06/11/2014;6000000362;LA TRANSACCION NO CAUSA APORTES;SAP;FI-BL-IS;PROYECTO NIIF;PROYECTO NIIF;;;;CERRADO;;;;
06/11/2014;6000000363;NO SE PUEDE IMPRIMIR;SAP;FI-BL-IS;PROYECTO NIIF;PROYECTO NIIF;;;;CERRADO;;;;
06/11/2014;6000000364;NO SE PUEDE VISUALIZAR DOCUNENTO;SAP;FI-BL-IS;PROYECTO NIIF;PROYECTO NIIF;;;;CERRADO;;;;
06/11/2014;6000000365;EL DOCUMENTO NO APARECE IMPRESO;SAP;FI-BL-IS;PROYECTO NIIF;PROYECTO NIIF;;;;CERRADO;;;;
06/11/2014;6000000366;EL DOCUMENTO NO APARECE IMPRESO;SAP;FI-BL-IS;PROYECTO NIIF;PROYECTO NIIF;;;;CERRADO;;;;
06/11/2014;6000000367;ERROR EN COMPESACION EN CUENTA MAYOR;SAP;FI-BL-IS;PROYECTO NIIF;PROYECTO NIIF;;;;CERRADO;;;;
06/11/2014;6000000368;ABAVN - BAJA POR DESGUACE;SAP;FI-BL-IS;PROYECTO NIIF;PROYECTO NIIF;;;;CERRADO;;;;
06/11/2014;6000000369;ABUMN - TRASPASO DENTRO DE LA SOCIEDAD;SAP;FI-BL-IS;PROYECTO NIIF;PROYECTO NIIF;;;;CERRADO;;;;
06/11/2014;6000000370;COMPESACION DE PARTIDAS DEUDOR.;SAP;FI-BL-IS;PROYECTO NIIF;PROYECTO NIIF;;;;CERRADO;;;;
06/11/2014;6000000371;F-44 - COMPENSAR NO ES POSIBLE;SAP;FI-BL-IS;PROYECTO NIIF;PROYECTO NIIF;;;;CERRADO;;;;
06/11/2014;6000000372;F-90 - CONTRA ACREEDOR  NO ES POSIBLE;SAP;FI-BL-IS;PROYECTO NIIF;PROYECTO NIIF;;;;CERRADO;;;;
07/11/2014;6000000373;NO CONTABILIZA EL DOCUMENTO DE TRASLADO;WEB;FI-BL-IS;PROYECTO NIIF;PROYECTO NIIF;;;;CERRADO;;;;
07/11/2014;6000000374;SIN AUTORIZACION PARA VISUALIZAR DOCUMEN;SAP;FI-BL-IS;PROYECTO NIIF;PROYECTO NIIF;;;;CERRADO;;;;
08/11/2014;6000000375;DOCUMENTO NO APARECE IMPRESO;SAP;FI-BL-IS;PROYECTO NIIF;PROYECTO NIIF;;;;CERRADO;;;;
10/11/2014;6000000380;DOCUMENTO NO APARECE IMPRESO;SAP;FI-BL-IS;PROYECTO NIIF;PROYECTO NIIF;;;;CERRADO;;;;
10/11/2014;6000000381;DOCUMENTO NO APARECE IMPRESO;SAP;FI-BL-IS;PROYECTO NIIF;PROYECTO NIIF;;;;CERRADO;;;;
10/11/2014;6000000382;NO EXISTE PARTIDA A COMPENSAR;SAP;FI-BL-IS;PROYECTO NIIF;PROYECTO NIIF;;;;CERRADO;;;;
10/11/2014;6000000383;INFORMACION INCORRECTA O FALTANTE;SAP;FI-BL-IS;PROYECTO NIIF;PROYECTO NIIF;;;;CERRADO;;;;
10/11/2014;6000000384;INFORMACION BALANCE SOLO EN UNA COLUMNA;SAP;FI-BL-IS;PROYECTO NIIF;PROYECTO NIIF;;;;CERRADO;;;;
10/11/2014;6000000385;SIN AUTORIZACION TRANSACCION ZF10;SAP;FI-BL-IS;PROYECTO NIIF;PROYECTO NIIF;;;;CERRADO;;;;
10/11/2014;6000000386;SIN AUTORIZACION TRANSACCION FS10N;SAP;FI-BL-IS;PROYECTO NIIF;PROYECTO NIIF;;;;CERRADO;;;;
10/11/2014;6000000387;INFORMACION NOCONSISTENTES_ALR_87009712;SAP;FI-BL-IS;PROYECTO NIIF;PROYECTO NIIF;;;;CERRADO;;;;
10/11/2014;6000000388;NO EXISTE PARTIDA A COMPENSAR;SAP;FI-BL-IS;PROYECTO NIIF;PROYECTO NIIF;;;;CERRADO;;;;
10/11/2014;6000000389;NO EXISTE PARTIDA A COMPENSAR;SAP;FI-BL-IS;PROYECTO NIIF;PROYECTO NIIF;;;;CERRADO;;;;
10/11/2014;6000000390;SOLO INFORMACION DEL SISTEMA  FBL3N;SAP;FI-BL-IS;PROYECTO NIIF;PROYECTO NIIF;;;;CERRADO;;;;
10/11/2014;6000000391;NO EXISTE PARTIDA A COMPENSAR;SAP;FI-BL-IS;PROYECTO NIIF;PROYECTO NIIF;;;;CERRADO;;;;
